id,name
MESH_C531667,5 alpha Fluorouracil toxicity
MESH_C531673,Familial ependymoma
MESH_C531684,Hereditary spinal ataxia
MESH_C531689,Acute cerebral Gaucher disease
MESH_C531691,Platelet granule deficiency disorder
MESH_C531698,Intestinal helminthiasis
MESH_C531699,Hb C disease
MESH_C531700,Diarrhea prodrome + Hemolytic-Uremic Syndrome
MESH_C531716,"Incontinentia pigmenti, familial male-lethal type"
MESH_C531719,Keratitis sicca
MESH_C531720,Noninflammatory corneal thinning
MESH_C531729,Autoimmune limbic encephalitis
MESH_C531731,Lissencephaly and agenesis of corpus callosum
MESH_C531732,"Ascending aortic aneurysm, hypertelorism, bifid uvula, cleft palate, and arterial tortuosity"
MESH_C531735,Congenital macroglossia
MESH_C531736,Acute malaria
MESH_C531737,Malignant fever
MESH_C531742,Marfanoid hypermobility syndrome
MESH_C531743,Cystic dilatation of renal collecting tubes
MESH_C531747,Congenital facial diplegia
MESH_C531754,Ridges-off-the-end syndrome
MESH_C531755,Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules
MESH_C531760,Oro-facial gangrene
MESH_C531762,Alkaptonuric ochronosis
MESH_C531763,Irritable heart
MESH_C531766,Inflammation of the whole uveal tract
MESH_C531768,Colangite esclerosante porracoccidiodomicose
MESH_C531774,Familial pars planitis
MESH_C531777,Islet cell tumor syndrome
MESH_C531782,Endemic treponematosis caused by Treponema carateum
MESH_C531783,Hip socket neuropathy
MESH_C531784,Familial pityriasis rubra pilaris
MESH_C531791,"Priapism, familial idiopathic"
MESH_C531795,Idiopathic intracranial hypertension with papilledema
MESH_C531815,Hypopituitarism and septooptic 'dysplasia'
MESH_C531816,Severe combined immunodeficiency due to adenosine deaminase deficiency
MESH_C531821,Stenotrophomonas maltophilia bacteremia
MESH_C531833,"Ophthalmoplegia, painful"
MESH_C531834,Toxocara canis infection (canine roundworms)
MESH_C531835,Esophageal atresia with or without tracheoesophageal fistula
MESH_C531836,Congenital agenesis of the tricuspid valve
MESH_C531841,Benign non-infected urachal cyst
MESH_C531844,"Von willebrand factor, deficiency"
MESH_C531847,Wallerian degeneration of the pyramidal tract
MESH_C531849,Intestinal lipophagic granulomatosis
MESH_C531854,Lysosomal acid lipase deficiency
MESH_C531857,Zellweger leukodystrophy
MESH_C535269,Preeyasombat Varavithya syndrome
MESH_C535270,"Premature aging, Okamoto type"
MESH_C535272,"Premature ovarian failure, familial"
MESH_C535273,"Presenile dementia, Kraepelin type"
MESH_C535274,Prieto X-linked mental retardation syndrome
MESH_C535276,Primary angiitis of the central nervous system
MESH_C535277,"Primary ciliary dyskinesia, 2"
MESH_C535278,"Primary ciliary dyskinesia, 3"
MESH_C535279,"Primary ciliary dyskinesia, 4"
MESH_C535280,Primary cortisol resistance
MESH_C535281,Radius absent anogenital anomalies
MESH_C535282,Raine syndrome
MESH_C535283,Rambaud Galian syndrome
MESH_C535284,Ramer Ladda syndrome
MESH_C535285,Ramon Syndrome
MESH_C535286,Ramos Arroyo Clark syndrome
MESH_C535287,Hunt's syndrome
MESH_C535288,Rapadilino syndrome
MESH_C535289,Rapp-Hodgkin syndrome
MESH_C535290,Rasmussen Johnsen Thomsen syndrome
MESH_C535291,Rasmussen subacute encephalitis
MESH_C535292,Ray Peterson Scott syndrome
MESH_C535293,Reactive angioendotheliomatosis
MESH_C535294,Reardon Hall Slaney syndrome
MESH_C535295,Reardon Wilson Cavanagh syndrome
MESH_C535296,Recombinant chromosome 8 syndrome
MESH_C535297,Recurrent respiratory papillomatosis
MESH_C535298,Red cell phospholipid defect with hemolysis
MESH_C535299,Autoimmune progesterone dermatitis
MESH_C535300,Autosomal dominant compelling helio ophthalmic outburst syndrome
MESH_C535301,"Charcot-Marie-Tooth disease, Type 4E"
MESH_C535302,"Charcot-Marie-Tooth disease, X-linked recessive, 2"
MESH_C535303,"Charcot-Marie-Tooth disease, X-linked recessive, 3"
MESH_C535305,2-hydroxyethyl methacrylate sensitization
MESH_C535306,2-Hydroxyglutaricaciduria
MESH_C535307,2-Methylacetoacetyl CoA thiolase deficiency
MESH_C535308,3-methylcrotonyl CoA carboxylase 1 deficiency
MESH_C535309,3-methylcrotonyl CoA carboxylase 2 deficiency
MESH_C535310,3-Hydroxyacyl-CoA Dehydrogenase Deficiency
MESH_C535311,Costeff optic atrophy syndrome
MESH_C535312,3-Hydroxyisobutyric aciduria
MESH_C535313,3C syndrome
MESH_C535314,Miller-McKusick-Malvaux-Syndrome (3M Syndrome)
MESH_C535315,4-hydroxyphenylacetic aciduria
MESH_C535316,"46,XX Gonadal dysgenesis epibulbar dermoid"
MESH_C535317,"47, XYY syndrome"
MESH_C535318,Triple X syndrome
MESH_C535319,"49,XXXXX syndrome"
MESH_C535321,5-Nucleotidase syndrome
MESH_C535322,5-oxoprolinase deficiency
MESH_C535323,Chromosome 5q Deletion Syndrome
MESH_C535325,6-pyruvoyl-tetrahydropterin synthase deficiency
MESH_C535326,Holt-Oram syndrome
MESH_C535327,Holzgreve Wagner Rehder syndrome
MESH_C535328,Homocarnosinosis
MESH_C535329,Hooft disease
MESH_C535330,Aagenaes syndrome
MESH_C535331,Aarskog Syndrome
MESH_C535332,Aase Smith syndrome
MESH_C535334,ABCD syndrome
MESH_C535335,Abderhalden-Kaufmann-Lignac syndrome
MESH_C535336,"Cataract, alopecia, sclerodactyly"
MESH_C535337,"Cataract, autosomal recessive congenital 2"
MESH_C535338,"Cataract, congenital, with microcornea or slight microphthalmia"
MESH_C535339,"Cataract, posterior polar, 1"
MESH_C535340,"Cataract, posterior polar, 5"
MESH_C535342,"Cataract, zonular"
MESH_C535343,"Cataract, posterior polar, 3"
MESH_C535344,"Cataract, posterior polar, 4"
MESH_C535345,"Cataracts, ataxia, short stature, and mental retardation"
MESH_C535346,Catatrichy
MESH_C535347,Catel Manzke syndrome
MESH_C535349,Cayler cardiofacial syndrome
MESH_C535350,Cerebellar ataxia ectodermal dysplasia
MESH_C535351,CAPOS syndrome
MESH_C535352,"Cerebellar degeneration, subacute"
MESH_C535353,Cerebellar hypoplasia with endosteal sclerosis
MESH_C535354,"Cerebral astrocytoma, adult"
MESH_C535355,"Chorea, remitting with nystagmus and cataracts"
MESH_C535356,"Chorioretinal atrophy, progressive bifocal"
MESH_C535357,Choroid plexus calcification with mental retardation
MESH_C535358,Choroidal sclerosis
MESH_C535361,Chromosome 1 ring
MESH_C535362,Chromosome 1p36 Deletion Syndrome
MESH_C535363,"Chromosome 1, deletion q21 q25"
MESH_C535364,"Chromosome 1, duplication 1p21 p32"
MESH_C535365,"Chromosome 2, trisomy 2p13 p21"
MESH_C535366,"Chromosome 2, trisomy 2pter p24"
MESH_C535367,"Chromosome 2, trisomy 2q"
MESH_C535368,"Chromosome 2, trisomy 2q37"
MESH_C535369,Chromosome 20 ring
MESH_C535370,"Chromosome 20, deletion 20p"
MESH_C535371,Trisomy 20p
MESH_C535372,"Chromosome 20, trisomy"
MESH_C535373,Dermatoosteolysis Kirghizian type
MESH_C535374,Dermatopathia pigmentosa reticularis
MESH_C535375,Dermochondrocorneal dystrophy of François
MESH_C535376,Dermoids of cornea
MESH_C535377,Epidermolysis bullosa with pyloric atresia
MESH_C535378,"Arthrogryposis multiplex congenita, distal type 1"
MESH_C535379,"Arthrogryposis multiplex congenita, distal type 2"
MESH_C535380,"Arthrogryposis multiplex congenita, distal, X-linked"
MESH_C535381,"Arthrogryposis multiplex with deafness, inguinal hernias, and early death"
MESH_C535382,Arthrogryposis renal dysfunction cholestasis syndrome
MESH_C535384,"Arthrogryposis, distal, type 2E"
MESH_C535385,"Arthrogryposis, distal, with hypopituitarism, mental retardation, and facial anomalies"
MESH_C535386,Arthrogryposis-like hand anomaly and sensorineural deafness
MESH_C535387,"Arthropathy, progressive pseudorheumatoid, of childhood"
MESH_C535388,Arts syndrome
MESH_C535390,Aspergillus niger infection
MESH_C535391,Asrar Facharzt Haque syndrome
MESH_C535392,Astley-Kendall syndrome
MESH_C535393,Ataxia with vitamin E deficiency
MESH_C535395,Atelosteogenesis type 2
MESH_C535396,"Atelosteogenesis, type 1"
MESH_C535397,Athabaskan brainstem dysgenesis
MESH_C535399,"Charcot-Marie-Tooth disease, dominant intermediate 1"
MESH_C535400,"Charcot-Marie-Tooth disease, dominant intermediate 2"
MESH_C535401,"Charcot-Marie-Tooth disease, dominant intermediate 3"
MESH_C535402,Galactorrhea-Hyperprolactinemia
MESH_C535406,Game Friedman Paradice syndrome
MESH_C535407,Gamma aminobutyric acid transaminase deficiency
MESH_C535408,Gamma-cystathionase deficiency
MESH_C535413,"Charcot-Marie-Tooth disease, Type 2F"
MESH_C535415,"Charcot-Marie-Tooth disease, Type 2H"
MESH_C535416,"Charcot-Marie-Tooth disease, Type 2I"
MESH_C535417,"Charcot-Marie-Tooth disease, Type 2J"
MESH_C535418,"Charcot-Marie-Tooth disease, Type 2K"
MESH_C535419,"Charcot-Marie-Tooth disease, Type 4A"
MESH_C535420,"Charcot-Marie-Tooth disease, Type 4B1"
MESH_C535421,"Charcot-Marie-Tooth disease, Type 4B2"
MESH_C535422,"Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma"
MESH_C535423,"Charcot-Marie-Tooth disease, Type 4C"
MESH_C535424,"Congenital thrombotic disease, due to Protein C deficiency"
MESH_C535425,Congenital torticollis
MESH_C535427,Ben Ari Shuper Mimouni syndrome
MESH_C535428,Benign essential blepharospasm
MESH_C535432,Berk-Tabatznik syndrome
MESH_C535434,Beta ketothiolase deficiency
MESH_C535435,Beta-sarcoglycanopathy
MESH_C535436,Bethlem myopathy
MESH_C535437,Bhaskar Jagannathan syndrome
MESH_C535438,Bidirectional tachycardia
MESH_C535440,Bietti Crystalline Dystrophy
MESH_C535441,Bifid nose
MESH_C535442,"Bile acid synthesis defect, congenital, 1"
MESH_C535443,"Bile acid synthesis defect, congenital, 2"
MESH_C535444,"Bile acid synthesis defect, congenital, 4"
MESH_C535448,Bird headed dwarfism Montreal type
MESH_C535449,"Deletion 13q syndrome, partial"
MESH_C535450,Chromosome 13p duplication
MESH_C535453,"Chromosome 9, trisomy 9q32"
MESH_C535454,"Chromosome 9, trisomy mosaic"
MESH_C535455,"Chromosomes 1 and 2, monosomy 2q duplication 1p"
MESH_C535456,Chronic recurrent multifocal osteomyelitis
MESH_C535458,Chudley-Rozdilsky syndrome
MESH_C535459,Chudley-Mccullough syndrome
MESH_C535460,Chylomicron retention disease
MESH_C535461,"Chylothorax, congenital"
MESH_C535463,Mainzer-Saldino Disease
MESH_C535464,Conotruncal cardiac defects
MESH_C535465,Contractures ectodermal dysplasia cleft lip palate
MESH_C535466,Convulsions benign familial neonatal dominant form
MESH_C535468,"Copper deficiency, familial benign"
MESH_C535469,Coproporphyria
MESH_C535470,CoQ-responsive OXPHOS deficiency
MESH_C535471,Cornea guttata with anterior polar cataract
MESH_C535472,Corneal cerebellar syndrome
MESH_C535473,Corneal dystrophy and perceptive deafness
MESH_C535474,Corneal dystrophy Avellino type
MESH_C535475,"Corneal Dystrophy, Crystalline, of Schnyder"
MESH_C535476,"Corneal dystrophy of Bowman layer, type 1"
MESH_C535477,"Corneal dystrophy, epithelial basement membrane"
MESH_C535478,"Corneal dystrophy, Fuchs' endothelial, 1"
MESH_C535479,"Corneal dystrophy, Fuchs' endothelial, 2"
MESH_C535480,"Corneal dystrophy, gelatinous drop-like"
MESH_C535481,Fraser Jequier Chen syndrome
MESH_C535483,Freeman-Sheldon syndrome
MESH_C535484,13q deletion syndrome
MESH_C535485,Chromosome 13q trisomy
MESH_C535486,Chromosome 13q-mosaicism
MESH_C535487,Ring Chromosome 14 Syndrome
MESH_C535488,Chromosome 14 trisomy
MESH_C535489,"Chromosome 14, trisomy mosaic"
MESH_C535492,"Epidermolysis bullosa, late-onset localized junctional, with mental retardation"
MESH_C535493,"Epidermolysis bullosa, lethal acantholytic"
MESH_C535494,"Epidermolysis bullosa, pretibial"
MESH_C535496,Epilepsy occipital calcifications
MESH_C535497,Epilepsy telangiectasia
MESH_C535499,"Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp"
MESH_C535500,"Epileptic encephalopathy, Lennox-Gastaut type"
MESH_C535501,"Epiphyseal dysplasia, multiple, 1"
MESH_C535502,"Epiphyseal dysplasia, multiple, 2"
MESH_C535503,"Epiphyseal dysplasia, multiple, 3"
MESH_C535504,"Epiphyseal dysplasia, multiple, 4"
MESH_C535505,"Epiphyseal dysplasia, multiple, 5"
MESH_C535506,"Episodic Ataxia, Type 2"
MESH_C535507,MYH9-Related Disorders
MESH_C535508,Ermine phenotype
MESH_C535509,Erythema elevatum diutinum
MESH_C535510,"Erythema nodosum, familial"
MESH_C535511,"Erythema nodosum, idiopathic"
MESH_C535512,Erythroderma desquamativa of Leiner
MESH_C535513,Lethal congenital erythroderma
MESH_C535515,Red skin pigment anomaly of New Guinea
MESH_C535516,Hereditary leiomyomatosis and renal cell cancer
MESH_C535517,Refsum disease with increased pipecolic acidemia
MESH_C535519,Reginato Schiapachasse syndrome
MESH_C535520,Renal cysts and diabetes syndrome
MESH_C535521,Stargardt disease 4
MESH_C535522,"Infantile convulsions and paroxysmal choreoathetosis, familial"
MESH_C535523,Infantile onset spinocerebellar ataxia
MESH_C535524,Infantile polymyoclonus
MESH_C535525,N-Acetylneuraminic acid storage disease
MESH_C535526,Infection with Mycobacterium marinum
MESH_C535528,Infundibulopelvic dysgenesis
MESH_C535530,"Interferon gamma, receptor 1, deficiency"
MESH_C535531,Intervertebral disc disease
MESH_C535532,Congenital idiopathic intestinal pseudoobstruction
MESH_C535534,Iridogoniodysgenesis and skeletal anomalies
MESH_C535535,Iridogoniodysgenesis type1
MESH_C535536,"Iridogoniodysgenesis, dominant type"
MESH_C535537,Iris dysplasia hypertelorism deafness
MESH_C535538,Iris hypoplasia and glaucoma
MESH_C535539,Irons Bhan syndrome
MESH_C535540,Ischiopatellar dysplasia
MESH_C535541,Isobutyryl-CoA dehydrogenase deficiency
MESH_C535542,Isotretinoin embryopathy like syndrome
MESH_C535544,Oculootoradial syndrome
MESH_C535547,Kantaputra Gorlin syndrome
MESH_C535548,Pelvic dysplasia arthrogryposis of lower limbs
MESH_C535549,Pelvic lipomatosis
MESH_C535550,Pelviscapular dysplasia
MESH_C535551,Pemphigus and fogo selvagem
MESH_C535552,Abdominal chemodectomas with cutaneous angiolipomas
MESH_C535553,Abdominal cystic lymphangioma
MESH_C535554,Abdominal obesity metabolic syndrome
MESH_C535555,Aberrant subclavian artery
MESH_C535556,Abidi X-linked mental retardation syndrome
MESH_C535557,Ablepharon macrostomia syndrome
MESH_C535558,Abrikosov's tumor
MESH_C535559,Abruzzo Erickson syndrome
MESH_C535561,Congenital absence of gluteal muscles
MESH_C535562,Absence of septum pellucidum
MESH_C535563,Absence of Tibia
MESH_C535564,Absence of tibia with polydactyly
MESH_C535565,Absent breasts and nipples
MESH_C535566,Absent corpus callosum cataract immunodeficiency
MESH_C535567,Absent duct of Santorini
MESH_C535568,Absent patella
MESH_C535569,Abuse dwarfism syndrome
MESH_C535570,Acalvaria
MESH_C535571,Cantu Sanchez-Corona Fragoso syndrome
MESH_C535572,Cantu syndrome
MESH_C535573,Capillary leak syndrome with monoclonal gammopathy
MESH_C535576,"Cardiac valvular dysplasia, X-linked"
MESH_C535577,Cardioauditory syndrome of Sanchez Cascos
MESH_C535578,Cardiocranial syndrome
MESH_C535579,Cardiofaciocutaneous syndrome
MESH_C535580,Najjar syndrome
MESH_C535581,Cardiomyopathy dilated with Woolly hair and keratoderma
MESH_C535582,Cardiomyopathy hypogonadism collagenoma syndrome
MESH_C535584,"Cardiomyopathy, infantile histiocytoid"
MESH_C535585,Carnevale Hernandez Castillo syndrome
MESH_C535586,Carnevale syndrome
MESH_C535588,Carnitine palmitoyl transferase 1A deficiency
MESH_C535589,Carnitine palmitoyl transferase 2 deficiency
MESH_C535590,Carrington syndrome
MESH_C535591,"Chromosome 1, monosomy 1p"
MESH_C535592,"Chromosome 1, monosomy 1p22 p13"
MESH_C535593,"Chromosome 1, monosomy 1p31 p22"
MESH_C535594,"Chromosome 1, monosomy 1p32"
MESH_C535595,"Chromosome 1, monosomy 1p34 p32"
MESH_C535596,"Chromosome 1, monosomy 1q25 q32"
MESH_C535597,Craniotelencephalic dysplasia
MESH_C535598,"Creatine deficiency, X-linked"
MESH_C535600,dopamine beta hydroxylase deficiency
MESH_C535601,Dosage-sensitive sex reversal
MESH_C535602,Doyne honeycomb retinal dystrophy
MESH_C535603,Drachtman Weinblatt Sitarz syndrome
MESH_C535607,Aicardi-Goutieres syndrome
MESH_C535608,Aicardi-Goutieres syndrome 5
MESH_C535609,Akaba Hayasaka syndrome
MESH_C535610,Akesson syndrome
MESH_C535611,Aksu von Stockhausen syndrome
MESH_C535612,Al Awadi syndrome
MESH_C535613,Al Gazali Aziz Salem syndrome
MESH_C535615,Al Gazali Hirschsprung syndrome
MESH_C535616,Al Gazali Khidr Prem Chandran syndrome
MESH_C535617,Al Gazali Sabrinathan Nair syndrome
MESH_C535618,Hairy elbows
MESH_C535619,Hairy nose tip
MESH_C535620,Hairy palms and soles
MESH_C535621,Halal Setton Wang syndrome
MESH_C535622,Halal syndrome
MESH_C535623,Hall Riggs mental retardation syndrome
MESH_C535624,Hamanishi Ueba Tsuji syndrome
MESH_C535625,Hamano Tsukamoto syndrome
MESH_C535626,Hand and foot deformity with flat facies
MESH_C535627,Hand foot uterus syndrome
MESH_C535629,Hanhart syndrome
MESH_C535630,Hantavirosis
MESH_C535631,COD (cerebroocular dysgenesis)
MESH_C535632,Hardikar syndrome
MESH_C535633,Harding ataxia
MESH_C535634,Harlequin syndrome
MESH_C535635,Harrod Doman Keele syndrome
MESH_C535636,Freiberg's disease
MESH_C535637,Freire-Maia odontotrichomelic syndrome
MESH_C535638,Frenkel Russe syndrome
MESH_C535639,Frias syndrome
MESH_C535640,Fried Goldberg Mundel syndrome
MESH_C535642,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
MESH_C535643,Gardner Morrisson Abbot syndrome
MESH_C535644,"Intestinal polyposis, osteomas, sebaceous cysts"
MESH_C535645,Gardner-Diamond syndrome
MESH_C535646,Garret Tripp syndrome
MESH_C535647,Gas bloat syndrome
MESH_C535648,Familial primary gastric lymphoma
MESH_C535650,Gastro-enteropancreatic neuroendocrine tumor
MESH_C535651,Gastrocutaneous syndrome
MESH_C535652,Bellini Chiumello Rimoldi syndrome
MESH_C535653,Acrokeratoelastoidosis of Costa
MESH_C535654,Rosenthal-Kloepfer syndrome
MESH_C535655,Acromegaloid facial appearance syndrome
MESH_C535656,"Acromegaloid features, overgrowth, cleft palate, and hernia"
MESH_C535657,Acromelic frontonasal dysplasia
MESH_C535658,Acromesomelic dysplasia
MESH_C535659,Acromesomelic dysplasia Campailla-Martinelli type
MESH_C535661,"Acromesomelic dysplasia, Maroteaux type"
MESH_C535662,Acromicric dysplasia
MESH_C535663,Acroosteolysis dominant type
MESH_C535664,Acropectoral syndrome
MESH_C535665,Acrorenal mandibular syndrome
MESH_C535666,Acrorenal syndrome recessive
MESH_C535668,Adrenocorticotropic hormone deficiency
MESH_C535669,Actinic cheilitis
MESH_C535670,Accutane embryopathy
MESH_C535672,Acute cholinergic dysautonomia
MESH_C535673,Acute erythroleukemia
MESH_C535674,Richards-Rundle syndrome
MESH_C535675,Richieri Costa Da Silva syndrome
MESH_C535676,Richieri Costa Guion-Almeida syndrome
MESH_C535677,Richieri Costa Pereira syndrome
MESH_C535679,Axenfeld-Rieger syndrome
MESH_C535680,Rieger syndrome 2
MESH_C535681,Familial anomalous origin of right pulmonary artery
MESH_C535682,Right ventricle hypoplasia
MESH_C535683,Rigid spine syndrome
MESH_C535684,Ring dermoid of cornea
MESH_C535686,"Rippling muscle disease, 1"
MESH_C535687,Roberts Syndrome
MESH_C535688,Robin sequence and oligodactyly
MESH_C535689,Laurin-Sandrow syndrome
MESH_C535690,Long-chain acyl-CoA dehydrogenase deficiency
MESH_C535692,Male pseudohermaphroditism due to defective LH molecule
MESH_C535693,"Male pseudohermaphroditism-mental retardation syndrome, Verloes type"
MESH_C535694,Malignant hyperthermia susceptibility type 1
MESH_C535695,Malignant hyperthermia susceptibility type 2
MESH_C535696,Malignant hyperthermia susceptibility type 3
MESH_C535697,Malignant hyperthermia susceptibility type 4
MESH_C535698,Malignant hyperthermia susceptibility type 5
MESH_C535699,Malignant hyperthermia susceptibility type 6
MESH_C535700,Malignant mesenchymal tumor
MESH_C535701,Malignant Teratocarcinosarcoma
MESH_C535702,Malonic aciduria
MESH_C535703,Malouf syndrome
MESH_C535704,Malpuech facial clefting syndrome
MESH_C535705,Mandibuloacral dysplasia with type A lipodystrophy
MESH_C535706,Mandibuloacral dysplasia with type B lipodystrophy
MESH_C535707,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
MESH_C535708,Manouvrier syndrome
MESH_C535709,Manz syndrome
MESH_C535710,"Maple syrup urine disease, type 1A"
MESH_C535711,"Maple syrup urine disease, type 1B"
MESH_C535712,"Maple syrup urine disease, type 2"
MESH_C535713,Opitz Reynolds Fitzgerald syndrome
MESH_C535714,"Neuropathy, congenital, with arthrogryposis multiplex"
MESH_C535715,"Spinal muscular atrophy, Jerash type"
MESH_C535716,"Neuropathy, hereditary motor and sensory, LOM type"
MESH_C535717,"Neuropathy, hereditary motor and sensory, Okinawa type"
MESH_C535718,Dubowitz syndrome
MESH_C535719,Duker Weiss Siber syndrome
MESH_C535720,Familial duodenal atresia
MESH_C535721,Duodenal ulcer due to antral G-cell hyperfunction
MESH_C535722,"Duodenojejunal atresia with volvulus, absent dorsal mesentery and absent superior mesenteric artery"
MESH_C535723,Subungual exostoses
MESH_C535724,Dwarfism stiff joint ocular abnormalities
MESH_C535725,Dwarfism tall vertebrae
MESH_C535726,Dyggve-Melchior-Clausen syndrome
MESH_C535727,Dykes Markes Harper syndrome
MESH_C535728,Dysautonomia like disorder
MESH_C535729,Dyschromatosis symmetrica hereditaria 1
MESH_C535730,Dyschromatosis universalis hereditaria
MESH_C535731,Dysequilibrium syndrome
MESH_C535733,Emanuel syndrome
MESH_C535734,"Muscular dystrophy, tardive Emery-Dreifuss type, with contractures"
MESH_C535735,Congenital lobar emphysema
MESH_C535736,Encephalocraniocutaneous lipomatosis
MESH_C535737,Ethylmalonic encephalopathy
MESH_C535738,Erythrokeratodermia with ataxia
MESH_C535739,Congenital disorder of glycosylation type 1A
MESH_C535740,Congenital disorder of glycosylation type 1B
MESH_C535741,Congenital disorder of glycosylation type 1C
MESH_C535742,Congenital disorder of glycosylation type 1D
MESH_C535743,Congenital disorder of glycosylation type 1E
MESH_C535744,Congenital disorder of glycosylation type 1F
MESH_C535745,Congenital disorder of glycosylation type 1G
MESH_C535746,Congenital disorder of glycosylation type 1H
MESH_C535747,Congenital disorder of glycosylation type II
MESH_C535748,Congenital disorder of glycosylation type 1J
MESH_C535749,Congenital disorder of glycosylation type 1K
MESH_C535750,Congenital disorder of glycosylation type 1L
MESH_C535751,Congenital disorder of glycosylation type 1X
MESH_C535752,Congenital disorder of glycosylation type 2A
MESH_C535753,Congenital disorder of glycosylation type 2D
MESH_C535754,Congenital disorder of glycosylation type 2E
MESH_C535755,"Congenital disorder of glycosylation, type 2C"
MESH_C535756,"Congenital disorder of glycosylation, type 2G"
MESH_C535757,Congenital ectodermal dysplasia with hearing loss
MESH_C535758,Congenital heart block
MESH_C535759,Congenital myasthenic syndrome with episodic apnea
MESH_C535761,"Nephrosis, congenital"
MESH_C535762,Congenital pseudoarthrosis
MESH_C535763,Euhidrotic ectodermal dysplasia
MESH_C535764,"Eunuchoidism, familial hypogonadotropic"
MESH_C535765,"Cystinosis, ocular nonnephropathic"
MESH_C535766,"Czech dysplasia, metatarsal type"
MESH_C535767,D-glycericacidemia
MESH_C535768,Daentl Towsend Siegel syndrome
MESH_C535769,Dahlberg Borer Newcomer syndrome
MESH_C535770,Daish Hardman Lamont syndrome
MESH_C535771,Dandy Walker malformation postaxial polydactyly
MESH_C535772,Dandy Walker variant
MESH_C535773,"Mental retardation, X-linked, syndromic 5"
